"_id","price_start","price_end","house_area","flats_property_i","city_i","area_i","place_i","shi","ting","wei","floor_i","floor_zhu_i","lng","lat","deposit_ya","deposit_pay","s_jsf","s_gycs","s_znms","s_atm","s_dskd","s_zskf","s_fjqj","s_24hba","s_bjwx","s_sqhd","c_chuang","c_yigui","c_shuzhuo","c_kongtiao","c_canzhuo","c_nuanqi","c_tv","c_ranqi","c_wbl","c_dcl","c_rsq","c_xyj","c_bx","c_wifi","c_sf","c_cg","c_yyj","update_time_i"
1213,2250,2250,18,2,4,12,112,3,1,1,18,15,116.6097700000,39.9270300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1214,4000,4000,88,2,4,12,109,2,1,1,29,7,116.5379300000,39.9493600000,1,3,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496160000
1215,4000,4000,90,2,4,12,109,2,2,1,28,26,116.5210200000,39.9614000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
1216,1160,1160,23,2,4,11,123,2,1,1,16,14,116.1570000000,39.8099400000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1496160000
1217,1500,1500,13,2,4,16,82,3,1,1,17,13,116.3279400000,39.9669000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
1218,2380,2380,25,2,4,11,79,2,1,1,34,19,116.3115100000,40.0654800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1495728000
1219,1650,1650,16,2,4,12,112,3,1,1,15,12,116.6180500000,39.9263700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1220,3800,3800,55,2,4,12,90,1,1,1,14,7,116.5172200000,39.9288700000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495814400
1221,1580,1580,19,2,4,16,93,3,1,1,18,12,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495728000
1222,1890,1890,20,2,4,15,81,3,1,1,11,6,116.2308400000,40.0811000000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1493913600
1223,3600,3600,83,2,4,12,109,2,1,1,28,19,116.5649200000,39.9562300000,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
1224,3250,3250,20,2,4,12,165,3,1,1,18,14,116.4714000000,39.9062300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1225,2490,2490,20,2,4,15,98,3,1,1,10,6,116.3081100000,40.0557800000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1494950400
1226,1760,1760,25,1,4,11,85,3,1,2,6,3,116.3543300000,40.0759500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1227,2850,2850,30,1,4,12,96,3,1,1,18,2,116.4177400000,40.0327600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495814400
1228,1680,1680,18,1,4,19,115,3,1,1,6,6,116.5583600000,40.0711000000,1,3,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1496592000
1229,2380,2380,26,1,4,11,79,3,1,1,32,19,116.3097900000,40.0687400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1493654400
1230,4860,4860,80,2,4,11,85,2,1,1,28,19,116.3097600000,40.0670400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495555200
1231,2500,2500,25,1,4,12,183,3,1,1,33,25,116.4475200000,39.9728100000,1,3,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1496505600
1232,2180,2180,20,1,4,11,79,2,1,1,34,12,116.3097900000,40.0687400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1496592000
1233,3000,3000,20,1,4,11,126,3,1,1,15,5,116.4140800000,40.0836400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
1234,1300,1300,15,1,4,15,81,3,1,1,12,9,116.2564400000,40.0555200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494950400
1235,2180,2180,23,1,4,15,104,3,1,1,22,3,116.3457000000,40.0570900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495468800
1236,1300,1300,16,1,4,14,121,3,1,1,19,12,116.6807900000,39.8733400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495987200
1237,1050,1050,20,1,4,14,80,3,1,1,6,3,116.6715000000,39.8923700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494864000
1238,1560,1560,19,1,4,16,93,3,1,1,16,11,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495382400
1239,4000,4000,89,2,4,12,109,2,2,1,29,4,116.5210200000,39.9614000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
1240,1280,1280,13,1,4,16,93,3,1,1,25,15,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495468800
1241,1750,1750,21,1,4,11,79,3,1,1,30,25,116.3097600000,40.0670400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495555200
1242,1850,1850,20,1,4,11,85,3,1,1,18,7,116.3662500000,40.0841800000,1,3,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1495123200
1243,2200,2200,22,1,4,12,118,3,1,1,11,2,116.5428200000,40.0314700000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1495728000
1244,1490,1490,18,1,4,11,125,3,1,2,18,10,116.3372200000,40.0709700000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495555200
1245,1580,1580,23,1,4,16,93,3,1,1,25,19,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1496160000
1246,1100,1100,21,1,4,14,80,3,1,1,6,4,116.6715000000,39.8923700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495900800
1247,1380,1380,18,1,4,16,93,3,1,1,18,13,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
1248,4055,4055,61,2,4,11,85,1,1,1,6,3,116.1116000000,40.1002900000,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
1250,2000,2000,16,1,4,15,117,3,1,1,12,4,116.2713000000,40.0207500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
1251,3530,3530,15,1,4,15,134,3,1,1,5,5,116.3588300000,39.9682300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495382400
1252,1690,1690,20,1,4,11,125,3,1,1,6,3,116.3632330000,40.0811200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1496592000
1253,2400,2400,19,1,4,15,117,3,1,1,12,4,116.2847200000,40.0220400000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495123200
1254,2200,2200,20,1,4,12,96,3,1,1,6,2,116.4174800000,40.0206700000,1,3,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1496505600
1256,2640,2640,20,1,4,14,80,5,1,2,24,5,116.6388710000,39.8883220000,1,3,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1495209600
1257,1100,1100,26,2,4,12,143,1,1,1,2,2,116.6064760000,39.9518590000,1,3,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1495728000
1258,3000,3000,30,1,4,12,96,4,2,2,14,4,116.4174800000,40.0206700000,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1493827200
1259,4500,4500,60,2,4,12,165,1,1,1,8,5,116.4621600000,39.8597300000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496592000
1261,2200,2200,25,1,4,12,96,3,1,1,25,8,116.4252400000,40.0440100000,1,3,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1496246400
1262,2000,2000,18,1,4,17,197,3,1,1,6,3,116.4527900000,39.8933400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494777600
1263,1600,1600,20,1,4,11,125,3,2,1,18,5,116.3632330000,40.0811200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1264,2190,2190,20,1,4,15,137,3,1,1,10,8,116.2872200000,40.0230600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1495123200
1265,4200,4200,60,2,4,11,79,1,1,1,20,12,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1267,2500,2500,25,2,4,12,95,2,1,1,28,12,116.4576100000,39.9942700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
1268,4860,4860,80,2,4,15,98,2,1,1,25,12,116.3186400000,40.0556000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494172800
1269,6800,6800,53,2,4,12,143,1,1,1,27,6,116.4562900000,39.9241200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1271,2850,2850,25,2,4,12,132,4,1,1,20,17,116.4337100000,39.9818100000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495209600
1273,1599,1599,25,2,4,13,198,1,1,1,4,2,116.2914100000,39.8584300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1495641600
1274,2400,2400,20,2,4,12,94,4,1,2,24,7,116.4076750000,40.0026050000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495728000
1275,2480,2480,26,2,4,21,156,4,1,2,6,2,116.2529700000,39.9074200000,1,3,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495728000
1276,2600,2600,20,2,4,20,139,1,1,1,5,2,116.5206040000,39.9254260000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1496419200
1277,2000,2000,15,1,4,19,115,3,1,1,9,6,116.4598000000,39.9628300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
1278,1680,1680,13,1,4,12,112,3,1,1,12,3,116.5842500000,39.9240600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
1279,1800,1800,20,1,4,11,79,3,2,2,20,10,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1280,2750,2750,19,1,4,12,199,3,1,1,9,5,116.4773400000,39.8627500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495641600
1281,1250,1250,13,1,4,14,78,4,1,1,20,1,116.6875100000,39.8666300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495036800
1282,2060,2060,20,1,4,14,106,3,1,1,28,5,116.6397170000,39.9267760000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1496332800
1283,2400,2400,16,1,4,15,87,3,1,1,11,6,116.3159600000,40.0241800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1493136000
1284,4600,4600,35,2,4,13,99,1,1,1,21,17,116.2920300000,39.8379000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1496505600
1285,1500,1500,15,1,4,11,125,3,1,1,16,9,116.3783500000,40.0792500000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1496592000
1286,2250,2250,22,1,4,12,77,3,1,1,22,16,116.5759200000,39.8929200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494000000
1287,2250,2250,23,1,4,11,125,3,1,2,6,2,116.1116000000,40.1002900000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1495814400
1288,1790,1790,21,1,4,15,81,3,1,1,15,2,116.2564400000,40.0555200000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495814400
1289,1250,1250,26,1,4,14,80,4,1,1,27,1,116.6388710000,39.8883220000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493136000
1290,2300,2300,30,2,4,12,77,1,1,1,4,2,116.5897000000,39.8937400000,1,3,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496505600
1291,1700,1700,20,1,4,11,125,3,1,1,6,3,116.3683800000,40.0758700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1292,3999,3999,50,2,4,12,152,1,1,1,4,3,116.4602500000,39.8608000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1496592000
1293,2380,2380,20,1,4,11,79,2,1,1,34,26,116.3115100000,40.0654800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1496592000
1294,2509,2509,15,1,4,15,117,3,1,1,11,10,116.2835000000,40.0196500000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493136000
1295,8500,8500,81,2,4,12,130,2,2,1,28,12,116.4995600000,39.9469800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
1297,1980,1980,23,1,4,11,79,3,1,1,25,25,116.3115100000,40.0654800000,1,3,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1493913600
1298,2500,2500,20,1,4,12,200,3,1,1,6,3,116.3197000000,40.0373400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
1299,3800,3800,102,1,4,12,109,2,1,1,29,17,116.5356100000,39.9606200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1301,4000,4000,86,1,4,12,109,3,1,1,28,16,116.5407650000,39.9558670000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1302,1250,1250,13,1,4,14,78,4,1,1,25,1,116.6906300000,39.8626600000,1,3,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1496419200
1303,6500,6500,95,2,4,12,109,3,1,1,6,3,116.5344300000,39.9648800000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496505600
1304,2300,2300,22,2,4,12,131,1,1,1,4,1,116.5198000000,39.8618300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495641600
1305,1680,1680,18,1,4,12,109,2,2,1,27,11,116.5407650000,39.9558670000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495209600
1306,7000,7000,50,2,4,12,100,1,1,1,27,19,116.4562900000,39.9241200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495987200
1307,1790,1790,18,1,4,15,81,3,1,1,12,12,116.2308400000,40.0811000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494604800
1308,1480,1480,20,1,4,16,93,3,1,1,22,14,116.2916000000,39.7239300000,1,3,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1494000000
1309,2499,2499,100,2,4,11,123,2,2,1,6,5,116.2916700000,40.1492500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495641600
1310,2100,2100,24,1,4,12,96,3,1,1,24,8,116.4156500000,40.0408500000,1,3,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1496592000
1311,1780,1780,19,1,4,12,109,3,1,1,34,16,116.5471200000,39.9448200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1492876800
1312,4860,4860,80,2,4,11,85,2,1,1,6,6,116.3097600000,40.0670400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494345600
1313,1300,1300,16,1,4,15,81,3,1,1,14,5,116.2564400000,40.0555200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1495900800
1314,4866,4866,80,2,4,11,85,2,1,1,28,17,116.3097600000,40.0670400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
1315,2390,2390,14,1,4,15,117,4,1,1,6,3,116.3046600000,39.9929000000,1,3,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1494518400
1316,1000,1000,26,2,4,12,202,1,1,1,2,2,116.6064760000,39.9518590000,1,3,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1496505600
1318,3700,3700,55,2,4,15,117,1,1,1,15,3,116.2731200000,40.0879600000,1,3,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1494604800
1319,2400,2400,28,2,4,12,149,3,1,1,6,4,116.5217300000,39.8898600000,1,3,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1493654400
1320,2200,2200,25,2,4,14,103,1,1,1,6,4,116.6411300000,39.8997300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
1321,2999,2999,29,2,4,12,92,1,1,1,1,1,116.5540800000,39.9084400000,1,3,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1496592000
1322,1580,1580,18,2,4,16,93,3,1,1,26,5,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495641600
1323,7500,7500,82,2,4,12,130,2,1,1,24,12,116.4995600000,39.9469800000,1,3,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495382400
1324,3600,3600,80,2,4,12,109,2,2,1,27,13,116.5889900000,39.9397400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
1325,2600,2600,25,2,4,15,151,3,1,1,12,9,116.2709600000,39.9477700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495123200
1326,4700,4700,75,2,4,11,85,2,2,1,20,9,116.3097600000,40.0670400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
1327,2500,2500,19,2,4,12,77,3,1,1,20,19,116.5759200000,39.8929200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
1328,6700,6700,30,2,4,13,203,1,1,1,21,12,116.3132100000,39.8445900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1496160000
1329,2400,2400,19,2,4,15,87,3,1,1,9,2,116.3159600000,40.0241800000,1,3,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1494000000
1330,1899,1899,19,2,4,11,85,2,1,2,11,8,116.3211600000,40.0681200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
1331,1600,1600,18,1,4,11,125,3,2,1,10,5,116.3632330000,40.0811200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
1332,2400,2400,15,1,4,15,117,3,1,1,9,3,116.2847200000,40.0220400000,1,3,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1492876800
1333,2099,2099,23,1,4,11,79,3,1,2,18,8,116.3545900000,40.0711400000,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
1334,4000,4000,88,2,4,12,109,2,1,1,28,16,116.5379300000,39.9493600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
1335,2000,2000,28,1,4,14,80,4,1,2,24,11,116.6388710000,39.8883220000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1493222400
1336,2500,2500,17,1,4,15,98,3,1,1,6,4,116.3186400000,40.0556000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
1338,1960,1960,17,1,4,14,158,2,1,1,28,25,116.6407400000,39.9004300000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495728000
1339,1380,1380,13,1,4,16,93,3,1,1,19,10,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495468800
1340,2400,2400,26,1,4,12,132,3,1,2,20,5,116.4372900000,39.9834400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
1341,2000,2000,18,1,4,11,85,3,1,1,6,5,116.3320500000,40.0854400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
1342,2500,2500,25,1,4,12,94,3,1,1,28,23,116.4174800000,40.0206700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496073600
1343,1780,1780,15,1,4,12,140,3,1,1,20,15,116.6761900000,39.9237100000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496160000
1344,4200,4200,45,2,4,12,96,1,1,1,15,3,116.4230800000,40.0375100000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
1346,2000,2000,25,1,4,12,107,2,1,1,28,12,116.4154760000,39.9832510000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
1347,2500,2500,30,1,4,12,96,3,2,1,26,8,116.4071800000,40.0476900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496160000
1348,1860,1860,15,1,4,15,91,4,1,2,8,4,116.3426000000,40.0636800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495814400
1349,2000,2000,22,1,4,17,102,1,1,1,12,3,116.4269500000,39.8985600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
1350,3750,3750,24,1,4,12,181,3,1,1,35,16,116.4565300000,39.9621000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
1352,1850,1850,15,1,4,11,85,3,1,1,22,4,116.3007000000,40.0999100000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494432000
1353,4000,4000,40,2,4,12,152,1,1,1,3,2,116.3371800000,40.0543600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
