"_id","price_start","price_end","house_area","flats_property_i","city_i","area_i","place_i","shi","ting","wei","floor_i","floor_zhu_i","lng","lat","deposit_ya","deposit_pay","s_jsf","s_gycs","s_znms","s_atm","s_dskd","s_zskf","s_fjqj","s_24hba","s_bjwx","s_sqhd","c_chuang","c_yigui","c_shuzhuo","c_kongtiao","c_canzhuo","c_nuanqi","c_tv","c_ranqi","c_wbl","c_dcl","c_rsq","c_xyj","c_bx","c_wifi","c_sf","c_cg","c_yyj","update_time_i"
1,1300,1300,16,2,4,11,74,1,1,1,6,5,116.4666500000,40.1183200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2,2780,2780,15,1,4,12,75,3,1,1,25,18,116.4507800000,39.8715000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
3,1930,1930,15,1,4,13,76,3,1,1,18,12,116.4178900000,39.8412300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
4,2700,2700,25,2,4,12,77,1,1,1,4,2,116.5677200000,39.9108000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
5,1800,1880,35,1,4,14,78,1,1,1,0,0,116.7055800000,39.8411700000,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
6,4050,4050,60,2,4,11,79,1,1,1,20,15,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
7,1600,1600,17,1,4,14,80,5,2,2,27,11,116.6388710000,39.8883220000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495382400
8,5390,5390,88,2,4,15,81,3,1,1,12,6,116.2564400000,40.0555200000,1,3,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1496419200
9,3200,3300,30,1,4,16,82,1,1,1,0,0,116.5111800000,39.7974700000,1,3,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
10,1850,1850,15,1,4,12,77,3,1,1,18,12,116.6067100000,39.8935200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
11,4100,4250,30,1,4,12,83,1,1,1,0,0,116.4910000000,39.8753400000,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1496592000
12,1950,1950,15,1,4,12,84,3,1,1,18,12,116.5465300000,39.9082200000,1,3,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
13,3250,4650,30,1,4,12,83,1,1,1,0,0,116.4910000000,39.8753400000,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1496592000
14,1850,1850,17,1,4,11,85,3,1,1,6,4,116.5017000000,39.8111900000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1495814400
15,2480,2480,20,1,4,15,86,3,1,1,6,5,116.3675340000,39.9938880000,1,3,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495296000
16,2490,2490,16,1,4,15,87,3,1,1,12,10,116.3159600000,40.0241800000,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1495468800
17,2750,2750,17,1,4,12,88,3,1,1,18,15,116.4999200000,39.8961600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
18,3500,4700,35,1,4,12,83,1,1,1,0,0,116.4910000000,39.8753400000,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1496592000
19,2080,2080,11,1,4,12,89,3,1,1,25,12,116.5473700000,39.9159900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
20,2000,2000,13,1,4,12,90,3,1,1,15,12,116.5212000000,39.9104900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
21,2100,2100,20,1,4,15,91,3,1,2,8,6,116.3426000000,40.0636800000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1495814400
22,1790,1790,15,1,4,12,92,3,1,1,18,8,116.5943600000,39.9023100000,1,3,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1496592000
23,1280,1280,16,1,4,16,93,3,1,1,22,11,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
24,1699,1699,18,1,4,11,79,3,2,2,20,10,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
25,1240,1240,13,1,4,16,93,3,1,1,29,17,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495209600
26,2000,2100,15,1,4,16,82,1,1,1,0,0,116.5111800000,39.7974700000,1,3,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1496592000
27,2480,2480,20,1,4,12,94,3,1,1,24,6,116.4245600000,39.9775200000,1,3,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1496505600
28,1480,1480,15,1,4,16,93,1,1,1,25,6,116.2916000000,39.7239300000,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1496505600
29,1860,1860,18,1,4,15,91,3,1,2,8,4,116.3426000000,40.0636800000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1495814400
30,2980,2980,21,1,4,11,85,3,1,1,12,12,116.3543300000,40.0759500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
31,1500,1500,12,1,4,12,95,3,1,1,6,6,116.4724800000,40.0008600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
32,2600,2600,28,1,4,12,96,3,1,1,20,6,116.4259600000,40.0415400000,1,3,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
33,1690,1690,20,1,4,15,81,3,1,1,11,4,116.2564400000,40.0555200000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1495296000
34,2800,2800,30,1,4,12,97,4,1,1,6,1,116.4174800000,40.0206700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
35,2080,2080,19,1,4,15,98,3,1,1,18,2,116.3060300000,40.0529600000,1,3,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1495468800
36,1760,1760,25,1,4,11,85,3,1,1,6,3,116.3343700000,40.0757300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
37,5390,5390,59,2,4,15,87,2,1,1,9,8,116.3159600000,40.0241800000,1,3,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1495123200
38,1950,1950,20,1,4,13,99,2,1,1,12,8,116.2870100000,39.8044000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
39,2790,2790,22,1,4,15,98,4,1,2,15,8,116.3081100000,40.0557800000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1495123200
40,1580,1580,18,1,4,16,93,3,1,1,16,8,116.2916000000,39.7239300000,1,3,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1495296000
41,2200,2200,22,1,4,11,79,2,1,1,30,8,116.3470000000,40.0660200000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496592000
42,6800,6800,50,2,4,12,100,1,1,1,27,12,116.4562900000,39.9241200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
43,1800,1800,30,2,4,11,101,1,1,1,3,2,116.3691600000,40.1152200000,1,3,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1496592000
44,1300,1300,10,1,4,17,102,1,1,1,16,7,116.4269500000,39.8985600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
45,2500,2500,20,1,4,12,94,4,1,1,20,5,116.4349700000,39.9916300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
46,2500,2500,19,1,4,16,82,3,1,1,18,16,116.3279400000,39.9669000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
47,1650,1650,16,1,4,14,103,4,1,1,18,7,116.4605400000,39.9043500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495296000
48,2850,2850,19,1,4,15,104,3,1,1,14,6,116.3489200000,40.0537600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
49,1800,1800,15,1,4,14,105,4,1,1,21,20,116.6775100000,39.8950300000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496592000
50,2590,2590,20,1,4,15,87,3,1,1,12,3,116.3159600000,40.0241800000,1,3,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1495555200
51,2680,2680,16,1,4,12,88,3,1,1,24,12,116.4999200000,39.8961600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
52,1799,1799,20,1,4,11,79,3,2,2,20,12,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
53,1880,1880,20,1,4,11,79,3,1,1,33,13,116.3097600000,40.0670400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495209600
54,1480,1480,20,1,4,16,93,3,1,1,18,15,116.2916000000,39.7239300000,1,3,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1496505600
55,2060,2060,25,1,4,14,106,3,1,1,6,2,116.3458600000,40.0352200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
56,1840,1840,19,1,4,11,85,3,1,1,18,7,116.3343700000,40.0757300000,1,3,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1495123200
57,1660,1660,25,1,4,11,85,3,1,2,10,8,116.3770300000,40.0821400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
58,1680,1680,22,1,4,16,93,3,1,1,29,12,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495036800
59,1890,1890,19,1,4,15,98,7,1,2,15,3,116.3081100000,40.0557800000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1495123200
60,1450,1450,16,1,4,14,80,3,1,1,23,4,116.6388710000,39.8883220000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
61,2699,2699,25,2,4,12,84,1,1,1,4,2,116.5677200000,39.9108000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
62,2000,2000,25,1,4,14,80,5,1,2,25,10,116.6388710000,39.8883220000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
63,2190,2190,18,1,4,15,87,3,1,1,11,8,116.3159600000,40.0241800000,1,3,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1495555200
64,2200,2200,20,2,4,14,103,1,1,1,6,3,116.6411200000,39.9005200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496505600
65,2480,2480,26,1,4,11,79,3,1,1,33,12,116.3115100000,40.0654800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494950400
66,2750,2750,20,1,4,12,92,3,1,1,22,12,116.5943600000,39.9023100000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
67,2200,2200,20,1,4,12,107,3,1,1,24,16,116.4170000000,39.9856700000,1,3,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1496505600
68,2500,2500,20,2,4,13,99,1,1,1,13,6,116.2916530000,39.8077360000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496592000
69,2060,2060,30,1,4,14,108,1,1,1,16,4,116.4726400000,39.9092500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
70,3900,3900,89,2,4,12,109,2,1,1,17,5,116.5471900000,39.9559900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
71,1280,1280,14,1,4,16,93,3,1,1,15,7,116.2916000000,39.7239300000,1,3,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1494950400
72,1980,1980,20,1,4,15,104,3,1,1,33,15,116.3457000000,40.0570900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494950400
73,1180,1180,15,1,4,16,93,3,1,1,21,10,116.2916000000,39.7239300000,1,3,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1495382400
74,2100,2100,25,1,4,14,80,6,1,2,25,5,116.6388710000,39.8883220000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495036800
75,2199,2199,25,2,4,14,103,1,1,1,6,2,116.6452800000,39.8940800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
76,6000,6300,45,1,4,18,110,1,1,1,0,0,116.4206200000,39.9548300000,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1496592000
77,1660,1660,25,1,4,11,85,3,1,1,6,3,116.3565900000,40.0745800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
78,1960,1960,25,1,4,11,85,3,1,2,20,7,116.3211600000,40.0681200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
79,2280,2280,20,1,4,15,104,3,1,1,33,12,116.3457000000,40.0570900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
80,2199,2199,25,2,4,14,103,1,1,1,6,2,116.6452800000,39.8940800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
81,2400,2400,20,1,4,15,87,3,1,1,10,7,116.2903000000,40.0175300000,1,3,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1495209600
82,1480,1480,20,1,4,16,93,3,1,1,17,7,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495209600
83,2500,2500,25,2,4,12,84,1,1,1,4,2,116.5677200000,39.9108000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
84,1600,1600,23,1,4,14,80,4,1,2,27,9,116.6388710000,39.8883220000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495036800
85,1350,1350,13,1,4,16,93,3,1,1,25,12,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495468800
86,1580,1580,19,1,4,16,93,3,1,1,19,7,116.2916000000,39.7239300000,1,3,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1496246400
87,1580,1580,15,1,4,15,81,3,1,1,15,7,116.2275100000,40.0784500000,1,3,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1494604800
88,2380,2380,17,1,4,11,79,3,1,1,28,13,116.3115100000,40.0654800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1496246400
89,1600,1600,18,1,4,14,105,3,1,1,6,2,116.2311000000,40.2263400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494864000
90,1380,1380,15,1,4,16,93,3,1,1,12,6,116.2916000000,39.7239300000,1,3,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1494950400
91,2380,3380,30,1,4,14,111,1,1,1,0,0,116.6931800000,39.8926100000,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
92,1990,1990,15,1,4,11,85,3,1,1,14,8,116.3626300000,40.0871400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
93,1000,1000,26,2,4,12,112,1,1,1,2,2,116.6064760000,39.9518590000,1,3,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1496592000
94,2500,2600,20,1,4,16,82,1,1,1,0,0,116.5111800000,39.7974700000,1,3,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
95,1700,1700,20,1,4,15,91,4,2,2,11,4,116.3326000000,40.0692900000,1,3,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1495900800
96,2190,2190,20,1,4,15,87,3,1,1,11,6,116.3159600000,40.0241800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1494950400
97,1600,1600,32,2,4,12,95,1,1,1,3,2,116.4788900000,39.9972100000,1,3,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1495900800
98,3180,3180,20,1,4,13,113,3,1,1,12,9,116.4451600000,39.8539500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
99,2400,2400,25,1,4,14,80,5,1,2,25,10,116.6388710000,39.8883220000,1,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
100,2300,2300,25,1,4,14,80,3,1,1,23,18,116.6388710000,39.8883220000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495987200
101,1680,1680,20,1,4,15,98,3,1,1,28,15,116.3097600000,40.0670400000,1,3,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
102,1460,1460,18,1,4,16,93,3,1,1,16,16,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495468800
103,2200,2200,13,1,4,13,114,3,1,1,25,13,116.3164700000,39.8871500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
104,1630,1630,17,1,4,12,92,3,1,1,6,6,116.5217300000,39.9241900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494604800
105,1880,1880,14,1,4,15,98,3,1,1,32,20,116.3167000000,40.0614900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495382400
106,1800,1800,25,1,4,19,115,3,1,1,10,6,116.5420100000,40.1195400000,1,3,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
107,1250,1250,13,1,4,16,93,3,1,1,19,6,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494950400
108,1680,1680,14,1,4,11,85,3,1,1,22,12,116.3424300000,40.0682100000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
109,1580,1580,18,1,4,16,93,3,1,1,16,13,116.2916000000,39.7239300000,1,3,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1495123200
110,1860,1860,20,1,4,11,85,3,1,1,6,3,116.5017000000,39.8111900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
111,1580,1580,12,1,4,15,81,3,1,1,15,10,116.2308400000,40.0811000000,1,3,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1496332800
112,1250,1250,12,1,4,14,78,4,1,1,24,1,116.6906300000,39.8626600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495209600
113,1750,1750,18,1,4,11,79,3,1,1,12,10,116.3097900000,40.0687400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494777600
114,1380,1380,13,1,4,16,93,3,1,1,28,23,116.2916000000,39.7239300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495468800
115,1790,1790,20,1,4,15,116,3,1,1,18,10,116.3217800000,40.0419600000,1,3,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1496592000
116,1580,1580,14,1,4,15,81,3,1,1,15,1,116.2564400000,40.0555200000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494864000
117,1750,1750,18,1,4,14,105,3,1,1,20,1,116.6775100000,39.8950300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495036800
118,2490,2490,22,1,4,15,117,4,1,1,8,4,116.3046600000,39.9929000000,1,3,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1494604800
119,3000,3000,18,1,4,12,84,3,1,1,19,15,116.4898300000,39.9043500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
120,1600,1600,17,1,4,14,80,5,2,2,27,9,116.6388710000,39.8883220000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495036800
121,1800,1800,20,1,4,11,85,4,2,2,11,4,116.3326000000,40.0692900000,1,3,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1495900800
122,4860,4860,20,2,4,11,85,2,1,1,25,12,116.3097600000,40.0670400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1493740800
123,1300,1300,13,1,4,15,81,3,1,1,16,8,116.2564400000,40.0555200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
124,1890,1890,18,1,4,15,81,3,1,1,15,6,116.2564400000,40.0555200000,1,3,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1496160000
125,2180,2180,17,1,4,12,95,3,1,1,18,6,116.4674000000,40.0064760000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496160000
126,2399,2399,28,2,4,12,84,1,1,1,8,5,116.5677200000,39.9108000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1496592000
127,1650,1650,16,1,4,14,103,4,1,1,11,7,116.6432100000,39.9094100000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495814400
128,1660,1660,20,1,4,11,85,3,1,1,10,8,116.3770300000,40.0821400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
129,2100,2100,25,1,4,12,94,2,1,1,28,12,116.4053700000,39.9987500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
130,1700,1700,25,1,4,12,118,3,1,1,12,1,116.5462400000,40.0375500000,1,3,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1495987200
